last_name,first_name,email,teacher_code,faculty,department,address,phone,note
Tran Van,Duy,Keith_Brown@hcmut.edu.vn,1940582,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,286-506-3469,
Bui Quang,Ngoc,Chase_Greene@hcmut.edu.vn,1940583,Game development,D-DT,Cau Giay Ha Noi Viet Nam,958-805-7180,
Vo Que,Ngoc,Antonio_Serrano@hcmut.edu.vn,1940584,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,904-580-5963,
Duong,Hao,Heather_Krueger@hcmut.edu.vn,1940585,Web development,D-DT,Cau Giay Ha Noi Viet Nam,948-784-2897,
Nguyen Van,Hao,Carla_Sampson@hcmut.edu.vn,1940586,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,966-357-8619,
Vu Van,Hai,Aaron_Butler@hcmut.edu.vn,1940587,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,621-171-6371,
Trinh Van,Hau,Deborah_Baldwin@hcmut.edu.vn,1940588,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,541-653-5076,
Bui Quang,Quy,Terry_Morrison@hcmut.edu.vn,1940589,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,906-646-9195,
Nguyen Van,Thanh,Colin_Rice@hcmut.edu.vn,1940590,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,753-530-4387,
Trinh Van,Hao,James_Smith@hcmut.edu.vn,1940591,Game development,D-DT,Cau Giay Ha Noi Viet Nam,704-408-0258,
Le Huu,Tham,Hannah_Taylor@hcmut.edu.vn,1940592,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,738-343-8911,
Dao Van,Thien,Kristie_Mayo@hcmut.edu.vn,1940593,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,128-615-3669,
Duong,Ngoc,Jason_Cook@hcmut.edu.vn,1940594,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,294-706-1107,
Duong,Linh,Stephanie_Williams@hcmut.edu.vn,1940595,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,332-560-2869,
Dao Van,Ngoc,James_Mueller_MD@hcmut.edu.vn,1940596,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,273-143-8385,
Dao Van,Son,James_Wilson@hcmut.edu.vn,1940597,Web development,D-DT,Cau Giay Ha Noi Viet Nam,486-760-8876,
Vu Van,Duy,Cassandra_Ramsey@hcmut.edu.vn,1940598,Web development,FTE,Cau Giay Ha Noi Viet Nam,254-220-9765,
Dao Dinh,Thang,Maria_Heath_DDS@hcmut.edu.vn,1940599,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,190-538-4927,
Dao Dinh,Thien,Linda_Mullins@hcmut.edu.vn,1940600,Game development,FCE,Cau Giay Ha Noi Viet Nam,971-332-8139,
Le Huu,Thien,Matthew_Leach@hcmut.edu.vn,1940601,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,400-166-6870,
Vu Van,Thanh,Jennifer_Pope@hcmut.edu.vn,1940602,Game development,FME,Cau Giay Ha Noi Viet Nam,234-855-4989,
Dao Van,Thien,Robin_Guzman@hcmut.edu.vn,1940603,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,605-510-7721,
Nguyen Duc,Hau,Ashley_Morrison@hcmut.edu.vn,1940604,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,862-563-2000,
Nguyen Duc,Hau,Stephanie_Williams@hcmut.edu.vn,1940605,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,298-148-6655,
Trinh Van,Hai,Shane_Lawson@hcmut.edu.vn,1940606,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,347-002-6879,
Dao Dinh,Thien,George_Hernandez@hcmut.edu.vn,1940607,UI-UX,FME,Cau Giay Ha Noi Viet Nam,398-177-1953,
Vo Que,Linh,Scott_Rollins@hcmut.edu.vn,1940608,Web development,CSE,Cau Giay Ha Noi Viet Nam,594-428-8320,
Vo Ngoc,Hau,Melissa_Young@hcmut.edu.vn,1940609,Data engineer,FME,Cau Giay Ha Noi Viet Nam,700-087-7358,
Duong,Hao,Robert_Bell@hcmut.edu.vn,1940610,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,435-472-5511,
Vu Van,Huy,Ashley_Doyle@hcmut.edu.vn,1940611,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,650-400-3767,
Nguyen Duc,Quy,Shannon_Grant@hcmut.edu.vn,1940612,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,358-345-0226,
Bui Quang,Linh,Leslie_Davis@hcmut.edu.vn,1940613,Game development,FTE,Cau Giay Ha Noi Viet Nam,992-532-2672,
Trinh Van,Hao,Amanda_Taylor@hcmut.edu.vn,1940614,Web development,SIM,Cau Giay Ha Noi Viet Nam,908-754-1757,
Bui Quang,Hai,Jennifer_Steele@hcmut.edu.vn,1940615,Web development,FME,Cau Giay Ha Noi Viet Nam,228-770-4104,
Nguyen Van,Thang,Gregory_Medina@hcmut.edu.vn,1940616,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,364-447-5077,
Le Huu,Hao,Jeremy_Frederick_MD@hcmut.edu.vn,1940617,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,944-114-5508,
Nguyen Duc,Thien,John_Ramirez@hcmut.edu.vn,1940618,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,256-572-1371,
Tran Van,Quy,Steven_Huffman@hcmut.edu.vn,1940619,Game development,FTE,Cau Giay Ha Noi Viet Nam,708-678-0839,
Nguyen Duc,Hai,Gary_Mccarthy@hcmut.edu.vn,1940620,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,964-188-1464,
Vu Van,Duy,Antonio_Conner@hcmut.edu.vn,1940621,Data engineer,FME,Cau Giay Ha Noi Viet Nam,201-377-9449,
Nguyen Duc,Hau,Taylor_Garcia@hcmut.edu.vn,1940622,System engineer,SIM,Cau Giay Ha Noi Viet Nam,332-862-8752,
Trinh Van,Quy,Bradley_Jones@hcmut.edu.vn,1940623,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,265-826-5055,
Le Van,Tham,Jason_Johnson@hcmut.edu.vn,1940624,System engineer,FTE,Cau Giay Ha Noi Viet Nam,495-671-3234,
Trinh Van,Ngoc,Andrew_Griffin@hcmut.edu.vn,1940625,Web development,CSE,Cau Giay Ha Noi Viet Nam,780-180-1031,
Bui Quang,Hai,Nicholas_Benson@hcmut.edu.vn,1940626,System engineer,FTE,Cau Giay Ha Noi Viet Nam,395-558-6366,
Nguyen Duc,Hao,Ashlee_Bright@hcmut.edu.vn,1940627,Web development,FME,Cau Giay Ha Noi Viet Nam,238-731-8169,
Bui Quang,Thien,Lindsey_Richards@hcmut.edu.vn,1940628,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,827-658-0144,
Nguyen Duc,Thang,Olivia_Schwartz@hcmut.edu.vn,1940629,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,968-536-9260,
Dao Dinh,Hao,Jodi_Robinson@hcmut.edu.vn,1940630,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,211-128-0270,
Vo Que,Quy,Donna_Vance@hcmut.edu.vn,1940631,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,646-326-5728,
Le Huu,Thien,Amanda_Mitchell@hcmut.edu.vn,1940632,Web development,CHE,Cau Giay Ha Noi Viet Nam,385-153-5006,
Dao Van,Hao,Maria_Burke@hcmut.edu.vn,1940633,Web development,SIM,Cau Giay Ha Noi Viet Nam,549-136-7231,
Duong,Hao,Julia_Owens@hcmut.edu.vn,1940634,Web development,FME,Cau Giay Ha Noi Viet Nam,238-316-8921,
Nguyen Duc,Hao,Dan_Lynch@hcmut.edu.vn,1940635,Game development,D-DT,Cau Giay Ha Noi Viet Nam,756-560-0436,
Tran Van,Thanh,Michael_Mendez@hcmut.edu.vn,1940636,Data engineer,FME,Cau Giay Ha Noi Viet Nam,986-420-8840,
Nguyen Van,Thanh,Karen_Knight@hcmut.edu.vn,1940637,UI-UX,FME,Cau Giay Ha Noi Viet Nam,703-711-8125,
Vu Van,Linh,James_Mcclain@hcmut.edu.vn,1940638,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,111-654-6240,
Tran Van,Hau,Donald_Rodriguez@hcmut.edu.vn,1940639,Game development,FCE,Cau Giay Ha Noi Viet Nam,720-547-7415,
Vo Ngoc,Tham,Tyler_Walters@hcmut.edu.vn,1940640,System engineer,CSE,Cau Giay Ha Noi Viet Nam,872-508-5189,
Duong,Duy,David_Barker@hcmut.edu.vn,1940641,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,767-724-7904,
Trinh Van,Ngoc,Bryce_Mcgrath@hcmut.edu.vn,1940642,Game development,FTE,Cau Giay Ha Noi Viet Nam,967-658-3290,
Dao Dinh,Huy,Kelly_Madden@hcmut.edu.vn,1940643,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,636-738-0146,
Trinh Van,Duy,Amy_Harvey@hcmut.edu.vn,1940644,Web development,FCE,Cau Giay Ha Noi Viet Nam,849-231-2336,
Tran Van,Ngoc,Michael_Graham@hcmut.edu.vn,1940645,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,354-024-4148,
Dao Van,Hai,Michael_Huang@hcmut.edu.vn,1940646,Game development,CSE,Cau Giay Ha Noi Viet Nam,997-443-5499,
Le Van,Thanh,Paul_Reese@hcmut.edu.vn,1940647,Game development,FME,Cau Giay Ha Noi Viet Nam,335-664-6174,
Duong,Ngoc,Jacqueline_Chambers@hcmut.edu.vn,1940648,Game development,FTE,Cau Giay Ha Noi Viet Nam,953-717-3849,
Bui Quang,Thanh,Thomas_Patel@hcmut.edu.vn,1940649,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,539-510-0092,
Dao Van,Thien,Tristan_Chavez@hcmut.edu.vn,1940650,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,904-532-9168,
Trinh Van,Hai,Bradley_Woodward@hcmut.edu.vn,1940651,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,871-050-5846,
Vo Que,Hai,Philip_Hansen@hcmut.edu.vn,1940652,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,425-503-2328,
Duong,Thang,John_Green@hcmut.edu.vn,1940653,Game development,FTE,Cau Giay Ha Noi Viet Nam,647-841-7891,
Le Van,Thanh,Lori_Ramsey@hcmut.edu.vn,1940654,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,834-526-0486,
Nguyen Duc,Duy,Mr._Joseph_Jones@hcmut.edu.vn,1940655,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,997-734-7209,
Dao Dinh,Huy,Nathan_Walker@hcmut.edu.vn,1940656,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,819-664-9955,
Le Huu,Hai,Ernest_Larson@hcmut.edu.vn,1940657,System engineer,FME,Cau Giay Ha Noi Viet Nam,222-333-0843,
Duong,Thien,Brent_Mitchell@hcmut.edu.vn,1940658,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,537-006-4198,
Vo Que,Son,Jacqueline_Hicks@hcmut.edu.vn,1940659,Game development,FCE,Cau Giay Ha Noi Viet Nam,943-264-6819,
Trinh Van,Tham,Cory_Vincent@hcmut.edu.vn,1940660,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,720-527-0642,
Dao Dinh,Thien,Rachel_Miranda@hcmut.edu.vn,1940661,System engineer,CHE,Cau Giay Ha Noi Viet Nam,761-333-3019,
Trinh Van,Duy,Kimberly_Sanchez@hcmut.edu.vn,1940662,System engineer,FCE,Cau Giay Ha Noi Viet Nam,133-224-3760,
Vo Ngoc,Tham,Daniel_Moran_III@hcmut.edu.vn,1940663,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,195-573-5187,
Bui Quang,Huy,Angela_Davis@hcmut.edu.vn,1940664,Game development,CSE,Cau Giay Ha Noi Viet Nam,861-831-3197,
Trinh Van,Thanh,Julia_Gray@hcmut.edu.vn,1940665,System engineer,SIM,Cau Giay Ha Noi Viet Nam,719-348-3576,
Nguyen Duc,Hau,Susan_Keller@hcmut.edu.vn,1940666,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,571-043-9029,
Bui Quang,Duy,Gregory_Glenn@hcmut.edu.vn,1940667,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,392-174-2218,
Le Huu,Huy,Nancy_Hamilton@hcmut.edu.vn,1940668,Web development,D-DT,Cau Giay Ha Noi Viet Nam,439-065-6533,
Dao Dinh,Hao,Austin_Bender@hcmut.edu.vn,1940669,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,851-005-8031,
Vu Van,Duy,Lisa_Crane@hcmut.edu.vn,1940670,System engineer,CHE,Cau Giay Ha Noi Viet Nam,464-224-0710,
Le Huu,Tham,Diane_Nelson@hcmut.edu.vn,1940671,Game development,FTE,Cau Giay Ha Noi Viet Nam,875-163-0022,
Le Van,Quy,Chad_Wheeler@hcmut.edu.vn,1940672,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,368-115-9445,
Vo Ngoc,Ngoc,Victoria_Adams@hcmut.edu.vn,1940673,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,377-881-6269,
Duong,Thien,Paul_Rivas@hcmut.edu.vn,1940674,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,779-722-8039,
Duong,Hau,Eric_Fisher@hcmut.edu.vn,1940675,System engineer,FTE,Cau Giay Ha Noi Viet Nam,313-374-6299,
Bui Quang,Hao,Reginald_Davis@hcmut.edu.vn,1940676,Game development,SIM,Cau Giay Ha Noi Viet Nam,839-231-1696,
Vo Que,Hai,Brian_Sharp@hcmut.edu.vn,1940677,Game development,FME,Cau Giay Ha Noi Viet Nam,267-733-9635,
Nguyen Duc,Duy,Casey_Ellis@hcmut.edu.vn,1940678,Game development,SIM,Cau Giay Ha Noi Viet Nam,444-455-2973,
Bui Quang,Thang,Phyllis_Burke@hcmut.edu.vn,1940679,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,644-374-9356,
Nguyen Van,Quy,Max_Newton@hcmut.edu.vn,1940680,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,519-770-2686,
Vo Que,Hai,Michael_Rivera@hcmut.edu.vn,1940681,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,207-867-4669,
Vo Que,Son,Marcus_Tucker@hcmut.edu.vn,1940682,System engineer,FME,Cau Giay Ha Noi Viet Nam,433-388-6245,
Le Van,Linh,Mary_Khan@hcmut.edu.vn,1940683,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,907-305-1488,
Dao Van,Tham,Kevin_Hawkins@hcmut.edu.vn,1940684,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,209-251-8891,
Trinh Van,Thanh,Michael_Anderson@hcmut.edu.vn,1940685,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,200-412-3432,
Vo Que,Quy,Walter_Hart@hcmut.edu.vn,1940686,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,434-642-5808,
Vu Van,Thien,Mary_Barnes@hcmut.edu.vn,1940687,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,824-427-3842,
Bui Quang,Tham,Robert_Grimes@hcmut.edu.vn,1940688,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,954-356-7066,
Vu Van,Linh,Jesus_Banks@hcmut.edu.vn,1940689,Data engineer,FME,Cau Giay Ha Noi Viet Nam,277-685-2966,
Le Huu,Thanh,Katherine_Thornton@hcmut.edu.vn,1940690,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,380-505-5473,
Vo Que,Hai,Alan_Jones@hcmut.edu.vn,1940691,Web development,FTE,Cau Giay Ha Noi Viet Nam,382-052-6641,
Nguyen Van,Son,James_Morales@hcmut.edu.vn,1940692,Web development,D-DT,Cau Giay Ha Noi Viet Nam,550-655-7681,
Bui Quang,Hao,Dr._Samuel_Garza@hcmut.edu.vn,1940693,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,351-474-0013,
Tran Van,Hao,Elizabeth_Mcdonald@hcmut.edu.vn,1940694,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,601-764-0245,
Vo Ngoc,Thang,Robert_Beltran@hcmut.edu.vn,1940695,Game development,CHE,Cau Giay Ha Noi Viet Nam,779-130-8357,
Tran Van,Hao,Paul_Reed@hcmut.edu.vn,1940696,System engineer,CSE,Cau Giay Ha Noi Viet Nam,774-738-7278,
Dao Van,Tham,Colleen_Farley@hcmut.edu.vn,1940697,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,172-167-0708,
Bui Quang,Hai,Susan_Abbott@hcmut.edu.vn,1940698,Web development,CSE,Cau Giay Ha Noi Viet Nam,640-243-6907,
Bui Quang,Quy,Jill_Franklin@hcmut.edu.vn,1940699,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,413-161-8337,
Bui Quang,Thang,Travis_Palmer@hcmut.edu.vn,1940700,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,942-031-4236,
Vo Ngoc,Son,Katie_Garza@hcmut.edu.vn,1940701,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,549-401-0872,
Vo Ngoc,Quy,Jose_Mcdonald@hcmut.edu.vn,1940702,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,919-451-0687,
Vo Ngoc,Quy,Christopher_Jones@hcmut.edu.vn,1940703,UI-UX,FME,Cau Giay Ha Noi Viet Nam,546-112-5013,
Vo Que,Thien,Juan_Adkins@hcmut.edu.vn,1940704,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,591-635-4513,
Vo Que,Thien,Calvin_Blair@hcmut.edu.vn,1940705,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,686-258-9159,
Vo Ngoc,Quy,Benjamin_Lopez@hcmut.edu.vn,1940706,Web development,CSE,Cau Giay Ha Noi Viet Nam,420-756-2999,
Bui Quang,Linh,Olivia_Hooper@hcmut.edu.vn,1940707,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,300-566-0371,
Dao Van,Hao,Terry_Ritter@hcmut.edu.vn,1940708,Web development,FCE,Cau Giay Ha Noi Viet Nam,214-755-0877,
Vo Que,Ngoc,Cory_Turner@hcmut.edu.vn,1940709,Game development,CHE,Cau Giay Ha Noi Viet Nam,585-200-7371,
Duong,Hau,James_Patterson@hcmut.edu.vn,1940710,System engineer,CSE,Cau Giay Ha Noi Viet Nam,181-534-3732,
Dao Van,Quy,Matthew_Kemp@hcmut.edu.vn,1940711,Game development,CHE,Cau Giay Ha Noi Viet Nam,727-085-3033,
Bui Quang,Tham,Juan_Ball@hcmut.edu.vn,1940712,Web development,SIM,Cau Giay Ha Noi Viet Nam,352-021-9654,
Nguyen Van,Huy,Amber_Daniel@hcmut.edu.vn,1940713,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,816-226-6683,
Le Van,Duy,Brendan_Young@hcmut.edu.vn,1940714,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,702-383-0729,
Dao Dinh,Hai,Stacie_Chen@hcmut.edu.vn,1940715,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,680-821-0932,
Le Huu,Thang,Travis_Bailey@hcmut.edu.vn,1940716,Game development,FTE,Cau Giay Ha Noi Viet Nam,844-466-0531,
Le Huu,Linh,John_Whitehead@hcmut.edu.vn,1940717,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,609-586-3086,
Le Van,Ngoc,Christopher_Campbell@hcmut.edu.vn,1940718,Game development,D-DT,Cau Giay Ha Noi Viet Nam,172-486-1400,
Dao Van,Linh,John_Taylor@hcmut.edu.vn,1940719,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,954-587-8354,
Dao Van,Huy,Jennifer_Gomez@hcmut.edu.vn,1940720,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,468-543-5342,
Bui Quang,Duy,Terri_Smith@hcmut.edu.vn,1940721,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,269-861-6060,
Bui Quang,Son,Tony_Morris@hcmut.edu.vn,1940722,System engineer,FCE,Cau Giay Ha Noi Viet Nam,245-311-5602,
Vu Van,Hai,Raymond_Barton@hcmut.edu.vn,1940723,Web development,FCE,Cau Giay Ha Noi Viet Nam,649-432-0640,
Nguyen Van,Linh,Jacob_Mejia@hcmut.edu.vn,1940724,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,860-383-1537,
Bui Quang,Huy,Michelle_Pacheco@hcmut.edu.vn,1940725,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,383-651-5418,
Nguyen Duc,Thang,Charles_Wood@hcmut.edu.vn,1940726,Game development,D-DT,Cau Giay Ha Noi Viet Nam,356-044-4466,
Vu Van,Tham,Kim_Lopez@hcmut.edu.vn,1940727,System engineer,FCE,Cau Giay Ha Noi Viet Nam,529-767-4968,
Bui Quang,Hao,Danielle_Ortiz@hcmut.edu.vn,1940728,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,839-216-8473,
Nguyen Van,Quy,William_Stanley@hcmut.edu.vn,1940729,System engineer,CSE,Cau Giay Ha Noi Viet Nam,717-557-5935,
Dao Van,Quy,Danielle_Pratt@hcmut.edu.vn,1940730,UI-UX,FME,Cau Giay Ha Noi Viet Nam,393-334-2377,
Vu Van,Hao,Dana_Hawkins@hcmut.edu.vn,1940731,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,998-682-1326,
Bui Quang,Son,James_Owen@hcmut.edu.vn,1940732,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,720-007-4610,
Vo Que,Hai,Frederick_Graham@hcmut.edu.vn,1940733,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,635-341-7418,
Le Huu,Duy,Emily_Bell@hcmut.edu.vn,1940734,Game development,FTE,Cau Giay Ha Noi Viet Nam,793-873-8598,
Vo Ngoc,Son,Kenneth_Roberts@hcmut.edu.vn,1940735,Game development,FME,Cau Giay Ha Noi Viet Nam,885-352-0726,
Le Van,Ngoc,Gwendolyn_Smith@hcmut.edu.vn,1940736,Game development,FTE,Cau Giay Ha Noi Viet Nam,144-481-7238,
Duong,Hao,Michelle_Maddox@hcmut.edu.vn,1940737,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,373-145-5464,
Vo Que,Hao,Richard_Harvey@hcmut.edu.vn,1940738,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,301-126-3442,
Bui Quang,Quy,Jennifer_Houston@hcmut.edu.vn,1940739,Game development,D-DT,Cau Giay Ha Noi Viet Nam,355-278-2428,
Le Van,Hau,Sean_Cabrera@hcmut.edu.vn,1940740,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,797-150-1337,
Le Huu,Huy,Taylor_Wood@hcmut.edu.vn,1940741,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,360-838-7129,
Vu Van,Thien,Trevor_Baker@hcmut.edu.vn,1940742,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,316-232-2014,
Vu Van,Tham,Karen_Jackson@hcmut.edu.vn,1940743,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,534-062-8170,
Vu Van,Huy,Mary_Harris@hcmut.edu.vn,1940744,Game development,FTE,Cau Giay Ha Noi Viet Nam,481-226-2057,
Le Van,Thang,Michael_Caldwell@hcmut.edu.vn,1940745,Web development,CSE,Cau Giay Ha Noi Viet Nam,551-254-3560,
Bui Quang,Ngoc,Bryan_Martinez@hcmut.edu.vn,1940746,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,120-187-0760,
Dao Van,Hao,Stephanie_Hancock@hcmut.edu.vn,1940747,Data engineer,FME,Cau Giay Ha Noi Viet Nam,843-540-7350,
Dao Van,Quy,Michelle_Howell@hcmut.edu.vn,1940748,System engineer,SIM,Cau Giay Ha Noi Viet Nam,462-584-4633,
Dao Van,Hai,Victoria_Jones@hcmut.edu.vn,1940749,Web development,CHE,Cau Giay Ha Noi Viet Nam,506-508-4228,
Vo Ngoc,Duy,Scott_Collins@hcmut.edu.vn,1940750,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,758-415-2866,
Trinh Van,Ngoc,Kristen_Daniels@hcmut.edu.vn,1940751,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,908-764-9777,
Vu Van,Duy,Craig_Gomez@hcmut.edu.vn,1940752,Game development,D-DT,Cau Giay Ha Noi Viet Nam,949-222-4500,
Tran Van,Son,Brandon_Wilson@hcmut.edu.vn,1940753,System engineer,CSE,Cau Giay Ha Noi Viet Nam,610-842-5353,
Vo Ngoc,Ngoc,Lance_Booker@hcmut.edu.vn,1940754,Data engineer,FME,Cau Giay Ha Noi Viet Nam,447-300-4088,
Nguyen Van,Ngoc,Jesse_Gonzalez@hcmut.edu.vn,1940755,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,506-271-5012,
Dao Dinh,Ngoc,Susan_Burke@hcmut.edu.vn,1940756,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,576-445-7086,
Le Van,Hau,April_Perez@hcmut.edu.vn,1940757,System engineer,FCE,Cau Giay Ha Noi Viet Nam,635-056-0339,
Nguyen Duc,Thien,Mrs._Kelsey_Thomas@hcmut.edu.vn,1940758,Web development,FME,Cau Giay Ha Noi Viet Nam,458-573-3934,
Nguyen Van,Duy,Beverly_Moreno@hcmut.edu.vn,1940759,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,181-711-2662,
Le Van,Thang,Kimberly_Rose@hcmut.edu.vn,1940760,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,329-303-2861,
Vu Van,Hau,Steven_Anderson@hcmut.edu.vn,1940761,System engineer,SIM,Cau Giay Ha Noi Viet Nam,438-503-1076,
Nguyen Duc,Huy,Jacqueline_Johnson@hcmut.edu.vn,1940762,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,208-316-0157,
Nguyen Van,Linh,Maria_Perkins@hcmut.edu.vn,1940763,Web development,FTE,Cau Giay Ha Noi Viet Nam,810-280-3279,
Dao Van,Thang,Kimberly_Winters@hcmut.edu.vn,1940764,Web development,CHE,Cau Giay Ha Noi Viet Nam,242-037-1145,
Trinh Van,Tham,Allison_Archer@hcmut.edu.vn,1940765,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,589-271-2196,
Vo Ngoc,Linh,Cynthia_Turner@hcmut.edu.vn,1940766,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,235-376-4124,
Le Huu,Thien,Matthew_Douglas@hcmut.edu.vn,1940767,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,545-730-5179,
Nguyen Duc,Huy,Kristina_Bryant1@hcmut.edu.vn,1940768,Data engineer,FME,Cau Giay Ha Noi Viet Nam,869-247-7657,
Le Van,Huy,Ryan_Conley1@hcmut.edu.vn,1940769,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,484-421-1007,
Trinh Van,Son,Anne_Thomas1@hcmut.edu.vn,1940770,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,434-436-4651,
Le Huu,Thien,Lisa_Williams@hcmut.edu.vn,1940771,Game development,FTE,Cau Giay Ha Noi Viet Nam,920-748-1173,
Bui Quang,Huy,Jacob_Raymond@hcmut.edu.vn,1940772,UI-UX,FME,Cau Giay Ha Noi Viet Nam,930-654-7608,
Vo Ngoc,Hao,Seth_Williams@hcmut.edu.vn,1940773,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,845-266-9170,
Bui Quang,Hai,Carla_Goodman@hcmut.edu.vn,1940774,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,136-016-5592,
Duong,Ngoc,Sean_Camacho@hcmut.edu.vn,1940775,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,927-747-8862,
